Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Libya,LBY,269.0380731,285.3415809,382.0845057,527.8619395,764.8983894,1000.534741,1250.600188,1436.618033,1971.866325,2174.950457,2209.581176,2442.582808,2829.801452,3727.385499,6213.500275,5720.626911,7017.743407,7783.460091,7251.837542,9442.759333,11959.52227,10044.041,9063.698513,8927.364428,7811.069373,8087.363068,6018.913452,6464.73284,5736.28244,5792.579163,6502.278866,7039.83392,7302.689087,6477.870358,5933.291214,5205.257064,5591.020275,6061.81366,5301.083548,6894.518755,7214.100404,6312.800305,3718.294347,4674.099432,5773.763332,8079.249573,10048.84804,11144.94484,13906.14078,9551.054039,11600.90686,7593.839153,14975.89028,11951.71341,8926.420746,7458.489178,7525.802993,9965.832367,11196.58548,9963.194891,6650.338106,4935.827873,5986.636949,6172.812469,6318.40314
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,1428.203289,1604.777284,1489.461384,1575.741635,1979.12504,2202.281254,2590.693315,2818.914751,3182.441701,3565.010158,4204.571619,4398.679069,4759.838678,4764.724648,4892.067336,5147.92024,5244.016651,5282.370114,5672.513738,5882.83399,5879.561914,5570.452471,5567.894284,6058.606221,6494.600349,6863.436419,7611.178567,7964.382115,8516.960755,8250.521807,8673.687203,9128.99442,9260.300066,9577.217338,10044.82184,10334.98608,10638.12694,11333.11238,11642.69847,11794.05972,8411.074749,10459.13212,13103.82431,13554.76848,14181.63034
Latin America & Caribbean,LCN,361.6772942,389.5116288,398.1859169,421.0829146,455.4072026,476.3575679,510.8119099,507.6048761,530.9847149,578.3625368,615.6027248,669.9933694,735.9234296,955.884995,1209.615699,1238.891691,1327.71385,1425.515761,1670.827959,1833.384061,2179.662499,2435.223273,2193.727097,1894.896593,1952.572287,1891.262165,1876.849741,1974.953008,2123.833749,2300.789137,2501.00479,2651.246118,2842.864093,3304.968502,3795.036812,4036.912887,4295.184845,4634.547769,4618.670222,4110.883782,4472.562668,4326.619191,3839.177865,3862.11886,4385.877024,5229.873373,6047.704176,7035.765126,8077.92472,7495.022105,9183.095644,10333.41168,10343.77598,10490.17202,10582.04735,8758.631461,8460.655436,9308.696171,9032.038483,8830.227822,7445.296453,8597.53194,9716.032667,10838.82795,11044.67966
Least developed countries: UN classification,LDC,114.7422291,117.137585,123.7803484,138.7285052,122.8368195,134.7508432,143.1656612,141.8202912,147.4771304,158.9749482,150.0290247,153.9969223,155.5415561,184.4003048,223.7149898,262.7088692,236.242725,253.9592555,291.5727459,311.3265691,334.2123926,335.0215847,330.9811121,318.6128488,315.2763902,335.4408057,284.4490397,294.6898241,315.0067209,329.5055273,369.8717812,390.6560719,300.6805552,302.7188316,289.313723,288.8937719,296.4496514,301.7760291,298.2541515,299.930512,332.6859201,313.1296022,334.0684519,368.9955512,416.1237575,481.3816564,544.2658571,637.5613754,763.4388405,738.6114924,815.331867,908.8455748,929.4890144,986.6279516,1035.12745,970.9165964,963.9465482,1030.330022,1072.374861,1104.186332,1088.704909,1161.529355,1273.789792,1254.232793,1325.309354
Low income,LIC,,,,,,,,126.316972,133.5855925,151.3621648,150.4996776,163.4444856,178.3055128,207.7380776,253.0878685,291.5112119,298.5225771,336.7896881,381.4464078,391.772324,421.4082271,422.2178783,416.2680004,387.7763056,371.5908253,339.374342,348.1576251,356.7311826,376.447068,397.1800906,487.0193249,532.0458957,355.9223472,381.5476366,352.8581614,313.2979277,289.5738253,302.9847034,301.0084697,296.1631187,360.0843011,329.9299715,356.4365354,386.9235394,444.4992583,520.2901485,585.1917749,686.4136511,793.9449514,753.8561978,820.5629151,868.5303574,772.4479986,767.5443854,789.2845303,736.645564,630.7698559,635.4754494,647.1633972,654.9409479,607.9647537,643.369305,723.5046389,697.1711915,746.9347888
Liechtenstein,LIE,,,,,,,,,,,4262.032206,4856.009043,5645.232664,7282.37356,8271.735315,10332.51287,11326.34884,12416.8693,17456.93095,19674.41268,20958.73953,19929.41028,19885.61266,19814.85385,18898.36787,19684.26269,28612.8865,38206.22695,41568.54412,39551.6404,49457.56093,50811.74645,55057.11106,55604.548,63935.99024,78909.70434,80688.71825,73590.86203,78302.99059,82682.28488,76087.91111,75067.80017,79795.17859,90108.36736,100280.8314,105295.057,114167.9392,130492.5953,143249.2273,126024.7146,141089.8128,158066.3694,148842.0351,172823.6078,178735.153,167187.1573,165375.4914,170547.0923,174988.7751,166907.8393,164671.0936,201944.8303,186821.8818,207973.6177,
Sri Lanka,LKA,145.9287013,145.9009451,141.3831978,119.3523324,122.941809,155.5669848,156.6060322,162.2948231,153.4876475,163.6065799,186.9007918,188.7608022,199.3828929,220.1702392,268.650905,279.8215826,260.301495,292.1489925,190.9964646,230.7750694,271.0552901,292.4513598,311.9578789,335.8231517,391.3696176,384.6115377,407.1646005,419.8244094,434.0155528,430.0238897,491.2136862,546.2925156,579.6551176,607.2318471,678.268012,741.8382553,776.1923711,827.0357561,849.3746128,826.4212281,846.4608133,803.5440266,834.9360149,946.3822551,1028.620681,1207.219948,1389.506256,1578.634511,1973.584769,2026.6594,2808.367792,3224.957363,3327.776124,3740.615893,3971.919131,4057.715835,4149.191908,4398.888281,4358.560959,4081.947727,3847.601377,3996.9624,3342.636503,3798.890166,4515.567873
Lower middle income,LMC,104.4118772,108.5747169,107.5616171,116.0995783,127.291256,133.1016018,118.626744,123.6209749,128.0963554,138.5187963,146.4918509,149.0790595,155.4935339,178.5347566,215.5142118,230.3566369,237.6829025,260.5651361,287.5880679,325.2776452,386.2803031,466.7987968,452.0136757,417.753099,391.0376291,406.949319,398.8253039,424.3040045,427.2398452,408.5877782,433.1841778,405.0292526,413.3391287,408.7874776,449.550878,522.3133352,582.1389616,597.8764809,597.9210432,540.2349481,558.9730588,553.5186928,572.7496224,638.2291324,721.1592548,815.9864701,938.650084,1128.053747,1225.819072,1256.463464,1486.733238,1631.114304,1695.304455,1763.789031,1874.775474,1843.92246,1892.70524,2019.49854,2078.757389,2153.954271,2058.4346,2302.447369,2424.150547,2443.408276,2517.632612
Low & middle income,LMY,127.5993627,127.4565881,126.9187426,137.3011035,150.1378119,161.8036416,163.6781219,163.9046182,169.4993916,184.9758075,196.8481037,206.5099582,226.5372597,282.1016801,350.9769129,379.7733024,399.9694638,439.7962672,478.6016491,543.3415228,628.227847,688.9860215,664.9846639,630.6415292,634.5995842,645.3107958,645.2741863,652.1939257,681.4838777,715.8422756,804.6484565,767.9718071,790.8802082,840.4306372,926.1005314,1040.207393,1136.008533,1185.711033,1160.939076,1099.825188,1177.757655,1162.065934,1167.554592,1288.221696,1490.066348,1734.864229,2014.038921,2439.694267,2857.432608,2826.194793,3390.749903,3939.152294,4130.064444,4326.214927,4468.797499,4282.046016,4269.770067,4607.317363,4846.863345,4904.422916,4698.51753,5485.924721,5702.283442,5819.840863,5974.804522
Lesotho,LSO,46.95178027,47.04646363,53.54212544,58.40769579,62.62076472,64.25549772,64.29516518,64.83932539,64.80925153,67.09503603,67.44019758,72.40764462,73.95661898,106.9912923,128.6666182,123.2313752,117.8250777,149.8604603,200.8454135,212.3709384,306.815566,299.8393268,233.9398924,252.0177481,210.9984954,165.3739219,191.3757582,236.4510326,270.3671201,279.0352525,329.5637852,382.2912477,443.6242972,439.3654107,455.5935862,513.4134488,479.6713946,501.9813889,464.6837455,455.6500544,442.7795458,412.6774737,388.9233499,583.2700362,766.6858209,861.3814964,925.4674855,861.1884209,898.4825179,878.8479505,1119.475578,1280.733909,1217.930712,1151.037358,1173.537793,1121.198513,992.4918407,1069.366732,1170.655697,1082.057068,918.5825774,1066.586436,1030.125796,916.2829705,971.8146205
Late-demographic dividend,LTE,167.9609733,155.8088335,156.6900396,167.0689224,179.2242811,196.4601694,213.6277871,209.8565193,208.6969491,227.247035,252.420633,274.3123606,308.9488051,393.184547,463.4311892,502.866985,533.6024802,609.9071012,625.4764484,733.9639111,829.9761769,857.7302891,852.206349,777.2894047,799.872797,852.3059564,892.2728955,927.5755187,996.6301467,1046.972689,1065.221417,1061.143325,1069.151737,1100.787621,1264.779308,1551.449628,1694.10144,1757.165024,1678.868392,1539.792208,1677.02042,1722.264573,1814.501015,2054.757344,2453.921653,2939.843702,3525.537512,4413.576409,5454.985299,5245.253525,6273.657918,7595.114741,8069.361061,8639.802284,8917.946955,8325.546645,8290.74163,9131.372167,9959.66551,10112.20129,9869.5402,11755.42454,12280.10754,12422.7254,12843.33444
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.691569,2340.67546,2844.162868,3180.644986,3127.511767,3300.636349,3532.527874,4148.130915,5507.474342,6734.574871,7857.031488,9210.101182,12295.12128,14955.53455,11854.37111,11829.12261,14261.84338,14288.18535,15636.52526,16446.16472,14269.80399,14934.27028,16800.15102,19247.23154,19608.79439,20428.64782,23870.45949,25085.78406,27786.00578,29386.28784
Luxembourg,LUX,2261.177418,2241.360032,2331.556858,2461.901124,2779.184397,2803.853046,2925.222047,2934.528321,3202.505949,3690.171826,4298.033897,4435.398008,5486.720628,7447.213018,8966.728959,8701.304731,9490.690312,10486.33579,13034.38821,15204.33082,16531.1149,13837.12998,12590.9768,12374.03042,12126.9392,12481.96584,18149.86925,22443.43146,25219.35428,26618.06958,33465.47821,35747.3378,39570.86157,40066.72425,43933.23544,51032.34964,50444.35912,46641.64088,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116926.7596,112696.6491,116860.0282,134965.8154,123719.6589,131407.6814,137516.5873
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.773604,2360.171482,2609.893087,2893.799987,3063.897946,3278.178964,3504.618295,4003.609358,4914.579928,6109.732652,7283.787381,9211.737447,13370.97895,15677.60809,11996.03227,11188.41917,12902.57405,13329.34999,14484.47153,15185.81458,13321.97531,13838.52668,15132.49583,17252.17104,17294.97516,17564.23215,20261.88878,20227.23074,22675.57863,23367.59868
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,4486.541209,4207.253008,4611.494974,4701.664342,5175.156461,6380.07114,7242.91716,8322.563802,9692.435388,10707.37868,13249.83874,14754.18259,15905.26154,17215.11785,17289.5518,17415.69828,16097.06889,15319.77173,15731.98688,15810.72277,16814.99264,18589.89983,23407.19937,25681.21673,29813.78772,35400.23347,38888.5118,40351.00356,52591.80352,67041.28231,76051.63123,87069.767,88310.81196,70070.2918,69074.0363,77704.92153,83761.81718,81967.69917,36976.25611,45376.31459,36909.95641,67476.52908,73046.88903
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20930.58507,,,20638.76519,,,,,19033.05949,,21668.37409,,,
Morocco,MAR,174.7841339,169.3184357,193.6478119,210.6356506,216.2630463,221.9676971,210.8244324,217.304306,227.1208649,246.7996521,260.2651367,279.1672363,317.0740662,380.5278015,456.5925293,521.8389282,543.3684692,610.7503662,712.8796387,834.8121338,1109.882202,884.4432373,856.5697632,766.5296021,681.909729,673.2900391,855.1693115,937.4571533,1086.035278,1091.276245,1229.071045,1292.233765,1327.029541,1226.430542,1358.794434,1466.788208,1596.832397,1426.301147,1668.497559,1635.656738,1499.107422,1506.245239,1596.02063,1941.872559,2183.55542,2242.988281,2438.126465,2755.585938,3183.200439,3119.588623,3067.985352,3301.98877,3164.177246,3379.743164,3435.406982,3146.247803,3140.855469,3296.526611,3501.697998,3508.097656,3268.030273,3785.936279,3455.39624,3771.446289,3993.387451
Monaco,MCO,,,,,,,,,,,12098.20188,13334.39984,16187.43065,20882.02135,22347.89991,27920.7436,28396.3794,30875.47643,37607.78869,44989.96532,50813.93423,44157.42674,41479.49844,39075.83564,36582.3672,37689.86486,52082.45088,62456.07088,67180.57637,66815.71045,81734.8665,80997.25209,88614.92637,82685.45593,86703.81305,99032.23751,98561.01374,88581.70447,90947.20512,89698.19936,81789.02065,82402.78096,90051.44599,111110.4513,125160.2281,130538.7426,143083.4611,184558.5566,204263.7971,169150.2673,161853.9206,179363.9842,165444.6514,184940.6638,195693.5707,170437.1012,173604.7536,170663.3752,188298.3157,193746.7856,176891.8865,223823.364,226052.0019,256580.5151,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1206.502087,1037.899503,778.0176674,796.9893888,573.7986472,593.593177,575.1454551,657.2921346,578.7346276,399.4998186,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.391977,1183.024814,1531.216186,2110.553054,1898.439757,2436.799351,2941.362241,3044.808432,3321.043978,3289.957586,2749.551371,2847.087948,3453.267277,4156.44982,4405.334182,4375.778893,5274.605822,5744.296184,6799.585946,7617.516131
Madagascar,MDG,131.6920183,133.2712329,137.3080073,137.4335635,141.5346691,143.245722,150.6900807,155.8606884,163.5884853,162.9047526,166.6455442,174.6295941,189.640262,226.8182557,255.3366381,294.9929058,273.5226782,286.896321,314.9832412,396.3987119,577.592701,512.91393,500.642607,476.1186713,385.408181,364.4691019,404.9592714,290.8315311,280.5283984,271.3061833,326.0992532,262.0244024,290.2120464,307.8876031,258.7238064,273.1496539,339.8772837,284.371844,284.1929231,267.360531,280.2829056,319.2832782,304.9417774,352.6200958,272.2007486,305.8120749,324.1468749,419.5480014,512.5798001,446.3152384,450.0093916,506.1636916,493.5111629,515.3015894,505.6849225,445.3200695,453.9707145,491.8668487,500.4571855,499.8188376,450.7716152,483.4694634,503.5145335,508.7184277,544.9973027
Maldives,MDV,,,,,,,,,,,156.8592369,169.7674186,192.2388486,228.6890272,281.4846324,171.4251219,151.8350592,137.2591898,156.0531839,240.2305094,257.6126196,264.1475176,274.8265686,322.840579,594.4882469,668.8301351,720.4522011,692.4598389,799.0825017,870.3783182,956.7630198,1054.334138,1194.232524,1316.614549,1419.392765,1554.609428,1716.742818,1898.43225,1980.384484,2124.060075,2213.812351,3033.932345,3076.070072,3548.576701,4070.260946,3796.515465,5018.943354,5758.102869,6757.432809,6734.031656,7173.596018,7424.520411,7461.297037,8236.081779,8939.074166,9644.90655,9947.807447,10509.62881,11423.28384,11740.2724,7393.888654,10176.14388,11786.00915,12530.36024,13215.53536
"Middle East, North Africa, Afghanistan & Pakistan",MEA,183.7761761,191.1969782,185.3017672,198.8575171,215.7607272,230.9399072,241.8335693,255.436435,282.2821401,304.5917009,334.6853113,370.9971288,425.1429809,538.0086965,949.6274491,1013.13262,1220.7586,1373.881005,1415.974731,1785.006584,2223.902748,2219.614993,2156.090214,2113.541144,2068.317957,2039.157488,2000.414146,1810.61784,1755.782845,1756.453727,2183.541705,1708.904976,1752.029562,1598.252783,1643.168624,1775.490659,1918.377375,1954.532674,1868.517312,1974.907258,2220.384393,2153.193325,2092.424276,2279.518861,2624.189355,3050.860863,3482.476579,4010.052281,4834.322044,4256.640483,4858.243167,5718.869079,6035.56581,5852.491971,5794.328103,5108.831178,5080.740677,5232.296316,5509.559138,5371.489872,4707.819861,5575.272986,6383.398393,6063.052477,6180.858784
Mexico,MEX,355.0751996,373.712217,388.4567024,419.5520663,480.7042144,505.8544195,544.9358542,575.7690375,615.9229121,659.7175069,699.0068455,747.912361,836.5696734,993.0428795,1256.102806,1491.970486,1465.498779,1314.620445,1604.409205,2049.264689,3054.621623,3829.144375,2620.957934,2169.852853,2506.307428,2601.708252,1756.935634,1888.263143,2278.812227,2725.055723,3154.469203,3708.842055,4220.566437,6048.348404,6202.365884,4183.878477,4674.367927,5567.355995,5832.69342,6499.97183,7524.027138,7952.764795,7983.033984,7434.07465,7849.667596,8671.758919,9512.635753,10134.33271,10523.76854,8423.569332,9728.800782,10664.4944,10744.13352,11216.80085,11391.37735,10021.23861,9097.923977,9649.278168,10084.79376,10369.55536,8841.270751,10314.05067,11402.14104,13826.13066,14157.94458
Marshall Islands,MHL,,,,,,,,,,,373.2128717,390.1741847,415.7074025,472.2088605,601.5785895,638.1930489,671.8347582,724.2194868,770.9177688,859.0135853,867.9616884,968.860293,1045.543013,1199.304817,1244.870946,1162.019014,1425.164181,1542.642304,1670.281893,1670.215207,1758.40821,1810.634656,1963.072346,2112.012401,2265.069584,2490.987445,2272.844695,2230.753771,2254.160549,2257.920003,2264.791149,2394.345011,2566.067088,2539.330738,2566.08291,2658.652179,2754.269888,2892.28404,2817.605228,2906.63027,3095.45769,3319.398154,3514.265155,3677.906908,3735.239778,3764.344262,4229.809889,4592.834576,4858.120791,5292.339855,5661.967873,6258.611937,6322.828555,6678.342391,7466.651865
Middle income,MIC,129.1211867,129.0713903,127.9827095,137.527629,152.7281126,164.2209062,166.0262742,166.7283677,172.2898848,187.7686551,200.3148004,209.898197,230.3084807,287.4754495,357.9460692,386.5358156,407.5367498,447.7777258,486.6784979,554.6072689,642.8466363,706.9325375,681.8706632,647.108878,652.2229584,665.2765824,664.9082211,671.8938239,701.9792809,737.4095155,827.0237384,785.740098,820.3154517,871.9642267,965.2436073,1089.621378,1193.822865,1246.73726,1221.162093,1156.946038,1236.954522,1222.856322,1227.929372,1356.376067,1570.321607,1829.607382,2127.300931,2580.905677,3026.28222,2998.356292,3607.269978,4201.462342,4420.32331,4637.494687,4794.476095,4599.808454,4600.229368,4973.53708,5240.738757,5310.4535,5096.735904,5966.000158,6205.545998,6347.753919,6524.257358
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277.303723,2402.135177,1198.928298,1336.647756,1786.354883,2355.247054,2306.53367,1959.560738,1875.816627,1915.392811,1861.898998,1823.022677,1989.135373,2445.362864,2818.581456,3120.984014,3440.441106,4204.113288,5026.420299,4799.787228,4833.365868,5416.866729,5049.826539,5626.261157,5925.385922,5262.686719,5598.486226,5955.297386,6713.989254,6718.858266,6659.596511,7620.80297,7606.237525,8624.284002,9310.0279
Mali,MLI,,,,,,,,45.98544487,56.51375305,55.02268595,57.32078708,61.96646269,75.05210434,85.44408765,80.22522141,121.4975727,134.9275752,148.0526946,169.1233191,216.3207341,233.6747469,200.0544959,169.6846446,161.5261035,150.2000651,166.2390532,217.1027213,240.8236945,245.5333468,242.4263266,292.1845321,290.949914,296.2957582,288.9126512,208.8732841,265.7170516,267.1613124,253.3327469,267.442574,306.4574267,256.199555,291.1594979,318.042432,371.6270164,542.8873476,591.6303935,633.2219467,711.6754632,820.7157056,815.788688,827.6176601,941.5749447,878.2171753,903.1904525,940.24326,838.1198694,872.4685872,924.0575317,996.3792921,971.9493186,953.2429433,1027.273454,969.7222056,1035.862426,1086.176218
Malta,MLT,,,,,,,,,,,828.4447259,874.061727,975.720378,1143.666796,1245.31823,1560.105191,1726.559448,2037.864191,2558.734555,3195.514316,3948.265727,3898.36854,3787.916477,3526.913951,3332.820184,3322.308796,4194.534802,5083.801793,5814.447759,6040.840542,7192.389947,7558.759216,8220.334039,7296.351111,8000.345329,9828.228301,10061.69897,9893.311765,10408.06487,10609.19826,10348.48602,10357.70264,11251.20249,13593.97872,15212.1313,15831.34398,16653.60383,19444.17436,22315.31048,21176.32167,21946.60702,23516.96913,22878.31313,25415.55668,27424.57654,25529.68131,26459.07721,30317.24434,33382.26775,32421.91798,31833.59638,38065.35435,36224.282,40182.43139,42347.30739
Myanmar,MMR,25.08477572,27.26545412,27.94700397,25.80398444,17.33220062,15.11786323,11.80132167,16.54538054,21.545341,21.51031805,20.72427828,21.12575175,23.29413027,24.79656288,41.40762764,35.16329157,39.16600837,27.86008672,29.2562311,29.21367579,31.24623929,32.81277904,42.95354149,39.29086862,36.32557684,40.38214126,42.41937359,41.14781372,39.92360889,51.3443285,53.12254011,51.24089706,58.88967396,76.21288948,105.3915611,124.1434804,141.8972676,108.0397703,145.9508304,189.4901558,196.6195806,141.5256607,146.5983904,224.2926889,224.5088114,252.6851931,303.4950871,419.3757807,658.4424872,758.4429358,1010.534173,1213.628987,1202.665896,1199.095616,1293.000423,1166.733055,1229.197135,1272.822418,1298.213103,1425.989542,1490.216835,1242.721344,1158.05005,1233.196662,1359.259614
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,144.5287836,146.9720073,145.8316687,156.5106358,170.2706771,183.8326554,191.0993307,204.1770751,223.0017622,241.1910373,263.5070811,290.071547,320.7327694,384.7875111,575.3470259,642.0689514,768.9463243,862.3855047,898.6802642,1084.26572,1276.996631,1208.897175,1310.024472,1390.236978,1407.142056,1465.401888,1527.500871,1297.364158,1221.347869,1191.061951,1555.058275,1024.139923,1022.142746,877.4449786,899.2697931,977.9544734,1058.066078,1077.336231,1075.358597,1137.922328,1247.472381,1226.509914,1168.28205,1263.876062,1463.041488,1657.110244,1883.120678,2237.261883,2652.790391,2510.747627,2816.193473,3232.550854,3412.573025,3148.364124,3073.799943,2802.63135,2832.830526,2827.77247,2789.826375,2674.370461,2381.425425,2719.531268,2975.955663,2797.407307,2903.59794
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.326168,1405.816327,1367.902573,1627.065119,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.402596,7325.646892,6577.740332,7172.929085,7364.965901,6491.192806,6999.135813,7758.36922,8790.881521,8842.485287,7612.628459,9377.488797,9990.204446,12077.37471,12935.45227
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,1235.144225,1325.466805,1429.625518,1490.212976,1119.713885,1137.907647,1469.421764,1493.282381,1543.335555,1683.924329,1220.171277,1098.680174,607.8134247,354.8986131,422.8643494,652.6745628,595.581015,515.2980049,483.8780661,448.6603683,476.0275508,524.4534836,570.2492132,643.1680689,794.154552,994.9001091,1329.891796,1627.687877,2127.426786,1703.327568,2625.218814,3736.042015,4328.890019,4340.143105,4126.239758,3838.92127,3619.900264,3645.967087,4107.642885,4347.546103,4001.251931,4517.61578,4993.514875,5838.631081,6691.482098
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19227.88942,18938.87284,18924.58319,17015.74879,16314.55786,15914.2193,16430.44619,14369.63398,14771.40375,13598.71661,14013.60033,14632.85189,15945.41761,17665.10075,24225.47417,31225.605,26509.36284,24496.66521,18220.83824,19455.50139,23785.75459,,
Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7080925,205.5852161,205.1898442,196.7631432,191.8260969,244.362651,287.5320915,320.1251217,354.4062457,327.1262398,304.7921386,313.8866617,339.4887378,400.0569732,436.7738562,457.4876478,507.8749239,592.1591112,547.6971442,496.1858394,618.1764929,685.6857482,686.5056725,697.1426804,610.5637747,441.4897348,470.9385631,517.5072603,519.0925509,462.4338765,509.9078295,578.2516638,622.9856193,647.2857995
Mauritania,MRT,,188.1584016,188.9951466,188.249348,244.2945997,269.9621658,273.6043627,281.5333774,300.9415295,276.5982677,281.3271759,295.993927,335.2315429,409.7211388,494.2884083,550.6625832,589.2376677,590.2266984,577.7427775,664.383619,710.9189525,728.7965218,710.2188688,725.1745225,649.6811865,593.2196544,677.3633239,745.787179,762.423918,762.2755806,772.0330921,1061.677043,1036.474378,849.6203017,864.5994784,904.7191701,904.1208798,859.2839582,821.2663786,781.3370336,680.9110619,651.8178402,648.8796439,732.0178208,823.5544571,998.9658342,1300.60368,1405.150162,1635.563062,1435.430108,1659.963697,1931.199755,1859.117332,1934.241031,1713.008653,1554.948979,1565.765757,1615.004013,1722.935289,1767.072711,1795.764596,1947.789184,1960.352401,2120.823184,2082.783744
Mauritius,MUS,238.2510334,281.6830814,282.3423862,353.1135476,297.2843802,305.4769728,295.9550417,304.1639496,258.7340519,272.7132562,271.338747,299.6048018,373.9965702,467.4802185,762.9407587,754.8332815,787.098226,905.9496387,1102.347537,1292.20143,1187.351571,1180.840709,1101.159205,1103.091246,1041.832524,1068.673593,1441.714528,1839.791096,2073.592388,2103.488027,2539.928465,2705.266482,3013.237063,3013.833138,3240.386247,3648.016496,3951.944946,3695.736688,3641.621426,3745.696251,3981.983432,3908.556949,4073.060531,4858.265755,5460.608002,5354.029743,5695.975255,6574.663576,8030.052281,7318.12641,8000.376432,9197.042991,9291.236276,9764.644131,10366.35508,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.973002,10223.78823,11182.18657,11871.73368
Malawi,MWI,,,,,,,,,,,,,,,,,,,,,287.4708224,276.4070627,253.3426979,252.4420746,239.7482897,216.0541361,217.8701899,207.6058947,229.4218439,252.1959074,286.730599,325.7527311,258.3934309,293.0168831,169.1965269,200.36237,320.6627356,366.9544613,236.0454795,233.9359862,224.2241592,215.4745249,428.2104398,383.3485969,404.6742484,414.361122,440.822149,475.1802617,554.0488204,625.8697299,683.1246947,763.0610004,558.4620883,496.9473683,529.513344,539.6053632,450.5061055,495.7696834,533.2031737,580.8898161,602.5074782,617.4475208,604.2697512,602.3436198,508.3712735
Malaysia,MYS,240.8474146,232.9437688,238.8363392,291.800007,302.9339523,326.4360074,338.5701215,335.4256306,342.4447634,368.3856555,379.6267643,407.196728,472.3635094,700.728626,847.8068026,810.5709997,940.4377341,1091.708371,1326.887698,1679.877794,1886.123393,1866.102468,1937.749227,2124.292291,2299.808708,2045.574718,1759.731857,1977.129087,2099.954677,2243.602196,2468.690803,2679.201011,3141.43322,3461.995042,3757.652929,4363.144583,4837.168973,4678.563901,3294.309784,3527.815814,4083.528745,3943.799439,4184.031638,4465.321946,4939.248519,5555.5818,6158.407855,7168.930319,8371.821561,7191.432872,8899.345055,10217.10686,10600.57442,10713.64076,11013.31073,9648.679794,9476.534098,9862.548066,10901.802,10920.19176,9957.526267,10903.11164,11748.09193,11379.08519,11867.25864
North America,NAC,2935.349501,2988.812671,3153.793455,3282.590263,3480.195151,3729.649728,4040.724934,4228.288635,4577.13808,4907.307707,5130.464967,5506.319957,5999.1629,6642.717478,7209.110567,7775.529504,8615.910364,9403.390835,10427.52354,11518.75425,12441.49041,13820.19328,14247.34799,15341.78525,16808.91734,17838.58254,18625.65944,19679.33709,21180.34724,22652.66305,23653.50201,24094.13069,24974.74056,25772.07244,26931.65093,27897.93461,29112.24514,30518.06377,31691.94533,33320.93159,35151.37419,35831.45447,36652.00313,38395.5453,40788.48304,43368.5717,45741.25143,47727.77338,48398.37226,46581.41233,48545.79436,50251.99273,51812.88573,53240.40421,54742.83204,55534.45703,56416.78502,58555.88978,61228.19583,63306.79998,62262.64241,69412.91375,75613.45071,79326.90766,82406.47887
Namibia,NAM,,,,,,,,,,,,,,,,,,,,,2467.807655,2266.910406,2097.093409,2214.338631,1830.469206,1466.179244,1599.397857,1969.42365,2062.579976,1966.827028,2037.475894,2116.905525,2346.86243,2154.964737,2355.904457,2483.203534,2423.398291,2459.645118,2235.245155,2177.787334,2156.675905,1915.589266,1772.075655,2569.247393,3403.154962,3685.773,4017.183472,4379.043137,4204.785554,4302.913741,5418.216334,5834.791768,5942.64681,5346.621311,5378.323262,4774.106509,4395.687762,5143.960723,5308.608134,4731.921032,3878.58983,4412.835569,4349.799085,4187.605004,4413.127442
