,year,name,christian,islam,buddhist,judaism,nonrelig,other,pop
7424,1947,SPN,27006595000,6114000,0,9361000,57140000,195279000,27285887000
7425,1948,SPN,27319323000,6389000,0,9396000,70800000,104687000,27527690000
7426,1949,SPN,27606996000,6675000,0,9431000,86988000,43442000,27768729000
7427,1950,SPN,27866921000,6974000,0,9467000,104698000,20940000,28009000000
7428,1951,SPN,28094775000,7290000,0,9502000,128236000,22452000,28247178000
7429,1952,SPN,28296847000,7628000,0,9538000,159948000,26058000,28483274000
7430,1953,SPN,28486355000,7977000,0,9573000,195885000,30361000,28719280000
7431,1954,SPN,28676517000,8329000,0,9609000,232100000,33967000,28957191000
7432,1955,SPN,28880553000,8676000,0,9645000,264646000,35480000,29199000000
7433,1956,SPN,29096438000,9016000,0,9680000,293540000,32392000,29441008000
7434,1957,SPN,29315698000,9356000,0,9715000,321494000,25001000,29681959000
7435,1958,SPN,29541872000,9697000,0,9751000,348595000,16115000,29927506000
7436,1959,SPN,29778500000,10037000,0,9786000,374932000,8540000,30183301000
7437,1960,SPN,30029122000,10378000,0,9822000,400594000,5084000,30455000000
7438,1961,SPN,30299491000,10741000,0,9852000,425719000,4664000,30748573000
7439,1962,SPN,30588937000,11126000,0,9879000,450295000,4330000,31061919000
7440,1963,SPN,30891354000,11501000,0,9908000,474184000,4087000,31388578000
7441,1964,SPN,31200640000,11830000,0,9946000,497245000,3937000,31722092000
7442,1965,SPN,31510692000,12080000,0,10000000,519341000,3887000,32056000000
7443,1966,SPN,31822351000,12280000,23000,10207000,540044000,5192000,32391041000
7444,1967,SPN,32139893000,12470000,90000,10609000,559524000,8357000,32731701000
7445,1968,SPN,32462362000,12630000,196000,11067000,578526000,12258000,33077140000
7446,1969,SPN,32788803000,12740000,334000,11443000,597798000,15769000,33426520000
7447,1970,SPN,33118261000,12782000,500000,11600000,618089000,17768000,33779000000
7448,1971,SPN,33448987000,12569000,901000,11562000,641999000,18589000,34134231000
7449,1972,SPN,33781726000,12019000,1651000,11460000,669066000,19294000,34492872000
7450,1973,SPN,34119259000,11261000,2601000,11313000,695444000,19846000,34855598000
7451,1974,SPN,34464367000,10424000,3600000,11136000,717286000,20205000,35223083000
7452,1975,SPN,34819831000,9641000,4500000,10950000,730744000,20334000,35596000000
7453,1976,SPN,35227644000,8753000,5300000,10659000,736907000,19841000,35998601000
7454,1977,SPN,35686521000,7668000,6100000,10234000,740624000,18666000,36430614000
7455,1978,SPN,36134317000,6614000,6900000,9791000,743685000,17265000,36855926000
7456,1979,SPN,36508892000,5816000,7700000,9441000,747880000,16090000,37238425000
7457,1980,SPN,36748102000,5500000,8500000,9300000,755000000,15598000,37542000000
7458,1981,SPN,36883002000,6539000,9300000,9541000,800277000,16651000,37779839000
7459,1982,SPN,36990573000,9479000,10100000,10131000,896817000,19162000,37990309000
7460,1983,SPN,37077561000,14049000,10900000,10871000,1013219000,22160000,38175060000
7461,1984,SPN,37150713000,19979000,11700000,11561000,1118080000,24671000,38335740000
7462,1985,SPN,37216775000,27000000,12500000,12000000,1180000000,25725000,38474000000
7463,1986,SPN,37283951000,42298000,13428000,12192000,1204117000,25602000,38595517000
7464,1987,SPN,37350482000,69644000,14484000,12312000,1220017000,25311000,38704834000
7465,1988,SPN,37408161000,103641000,15476000,12416000,1232957000,24963000,38801892000
7466,1989,SPN,37448785000,138891000,16212000,12560000,1248198000,24672000,38886633000
7467,1990,SPN,37464150000,170000000,16500000,12800000,1271000000,24550000,38959000000
7468,1991,SPN,37454687000,196495000,16292000,14126000,1303700000,24627000,39017391000
7469,1992,SPN,37427176000,222000000,15771000,17084000,1347889000,24853000,39064822000
7470,1993,SPN,37382931000,247257000,15088000,21057000,1407701000,25219000,39108157000
7471,1994,SPN,37323267000,273009000,14393000,25429000,1487271000,25718000,39154261000
7472,1995,SPN,37249500000,300000000,13838000,29583000,1590737000,26342000,39210000000
7473,1996,SPN,36870507000,325628000,13441000,34371000,1969598000,30513000,39269715000
7474,1997,SPN,36083001000,349457000,13096000,40237000,2721693000,39473000,39330534000
7475,1998,SPN,35170040000,375471000,12766000,45951000,3620659000,49938000,39403495000
7476,1999,SPN,34414686000,407657000,12413000,50282000,4440132000,58624000,39499637000
7477,2000,SPN,34100000000,450000000,12000000,52000000,4953750000,62250000,39630000000
7478,2001,SPN,34301309000,535663000,11396000,50857000,5194172000,57364000,40018411000
7479,2002,SPN,34795127000,674489000,10615000,47892000,5368934000,45713000,40764571000
7480,2003,SPN,35416290000,835484000,9837000,43799000,5513983000,31806000,41693326000
7481,2004,SPN,35999636000,987652000,9239000,39270000,5665265000,20155000,42629521000
7482,2005,SPN,36380000000,1100000000,9000000,35000000,5858730000,15270000,43398000000
7483,2006,SPN,36600362000,1179747000,9019000,30937000,6102950000,22652000,44009074000
7484,2007,SPN,36802167000,1252715000,9105000,26584000,6380085000,43228000,44586881000
7485,2008,SPN,36967943000,1315810000,9302000,21963000,6686462000,74638000,45126999000
7486,2009,SPN,37080220000,1365936000,9652000,17094000,7018405000,114524000,45625010000
7487,2010,SPN,37121529000,1400000000,10200000,12000000,7372239000,160528000,46076495000
7488,1950,SRI,622786000,549745000,4896154000,0,9756000,1599559000,7678000000
7489,1951,SRI,646294000,551310000,5052187000,0,12059000,1619995000,7877425000
7490,1952,SRI,670400000,555662000,5207587000,0,14362000,1640805000,8081797000
7491,1953,SRI,695082000,562287000,5362350000,0,16665000,1661978000,8290956000
7492,1954,SRI,720322000,570671000,5516473000,0,18968000,1683505000,8504743000
7493,1955,SRI,746100000,580300000,5669950000,0,21272000,1705378000,8723000000
7494,1956,SRI,772986000,598038000,5818596000,0,23575000,1731443000,8946366000
7495,1957,SRI,801028000,627170000,5962422000,0,25878000,1761722000,9175212000
7496,1958,SRI,829416000,661801000,6107714000,0,28182000,1790467000,9408976000
7497,1959,SRI,857343000,696042000,6260760000,0,30485000,1811929000,9647093000
7498,1960,SRI,884000000,724000000,6427850000,0,32789000,1820361000,9889000000
7499,1961,SRI,909974000,745453000,6618007000,0,35092000,1819940000,10135516000
7500,1962,SRI,935849000,764731000,6828951000,0,37395000,1818938000,10387213000
7501,1963,SRI,960814000,782765000,7050009000,0,39698000,1817743000,10643152000
7502,1964,SRI,984055000,800488000,7270509000,0,42001000,1816741000,10902394000
7503,1965,SRI,1004760000,818834000,7479780000,0,44305000,1816321000,11164000000
7504,1966,SRI,1022764000,837721000,7676445000,0,46378000,1838408000,11436229000
7505,1967,SRI,1038952000,856530000,7867812000,0,48222000,1891078000,11719797000
7506,1968,SRI,1054080000,875378000,8056231000,0,50181000,1953942000,12002452000
7507,1969,SRI,1068907000,894384000,8244050000,0,52599000,2006612000,12271937000
7508,1970,SRI,1084191000,913668000,8433620000,0,55821000,2028700000,12516000000
7509,1971,SRI,1099604000,933317000,8630710000,0,61783000,2007258000,12728200000
7510,1972,SRI,1114642000,953258000,8833756000,0,71207000,1956128000,12919083000
7511,1973,SRI,1129796000,973367000,9034100000,0,82608000,1895101000,13101865000
7512,1974,SRI,1145557000,993517000,9223087000,0,94503000,1843971000,13289765000
7513,1975,SRI,1162416000,1013584000,9392060000,0,105410000,1822530000,13496000000
7514,1976,SRI,1182779000,1033406000,9533956000,0,115145000,1858219000,13729411000
7515,1977,SRI,1206428000,1053067000,9656779000,0,124697000,1943325000,13982503000
7516,1978,SRI,1229915000,1072809000,9774469000,0,134341000,2044904000,14243990000
7517,1979,SRI,1249788000,1092873000,9900962000,0,144350000,2130010000,14502585000
7518,1980,SRI,1262600000,1113500000,10050200000,0,155000000,2165700000,14747000000
7519,1981,SRI,1269639000,1133374000,10249605000,0,167210000,2143516000,14974446000
7520,1982,SRI,1274981000,1152357000,10494502000,0,180858000,2090618000,15192864000
7521,1983,SRI,1279354000,1172452000,10750676000,0,194651000,2027481000,15407058000
7522,1984,SRI,1283484000,1195665000,10983913000,0,207295000,1974583000,15621835000
7523,1985,SRI,1288100000,1224000000,11160000000,0,217500000,1952400000,15842000000
7524,1986,SRI,1292642000,1272904000,11278708000,0,226353000,1976371000,16069045000
7525,1987,SRI,1296628000,1343877000,11372428000,0,235097000,2037366000,16299825000
7526,1988,SRI,1300892000,1417998000,11455865000,0,242665000,2119003000,16532181000
7527,1989,SRI,1306270000,1476346000,11543726000,0,247988000,2204901000,16763958000
7528,1990,SRI,1313600000,1500000000,11650720000,0,250000000,2278680000,16993000000
7529,1991,SRI,1333170000,1494691000,11790752000,0,246427000,2349477000,17254627000
7530,1992,SRI,1367426000,1482033000,11956926000,0,236903000,2428267000,17550295000
7531,1993,SRI,1405432000,1466926000,12132739000,0,223215000,2501420000,17827050000
7532,1994,SRI,1436254000,1454268000,12301691000,0,207152000,2555307000,18031936000
7533,1995,SRI,1448959000,1448960000,12447280000,0,190503000,2576298000,18112000000
7534,1996,SRI,1421810000,1449396000,12567941000,0,166468000,2455411000,18006752000
7535,1997,SRI,1357072000,1450438000,12676684000,0,132796000,2167142000,17755776000
7536,1998,SRI,1279804000,1451680000,12778869000,0,98090000,1823079000,17456224000
7537,1999,SRI,1215066000,1452722000,12879854000,0,70956000,1534810000,17205248000
7538,2000,SRI,1187918000,1453159000,12985000000,0,60000000,1413923000,17100000000
7539,2001,SRI,1228012000,1445213000,13090054000,0,62600000,1588776000,17323650000
7540,2002,SRI,1323621000,1426266000,13191452000,0,68800000,2005733000,17873670000
7541,2003,SRI,1437734000,1403651000,13295583000,0,76200000,2503393000,18568666000
7542,2004,SRI,1533343000,1384704000,13408836000,0,82400000,2920350000,19227240000
7543,2005,SRI,1573438000,1376759000,13537599000,0,85000000,3095204000,19668000000
7544,2006,SRI,1572815000,1409086000,13687248000,0,81170000,3091575000,19934411000
7545,2007,SRI,1568454000,1497705000,13857366000,0,70492000,3066177000,20178454000
7546,2008,SRI,1556620000,1630071000,14045648000,0,54175000,2997239000,20381499000
7547,2009,SRI,1533573000,1793640000,14249790000,0,33434000,2862992000,20524916000
7548,2010,SRI,1495578000,1975865000,14467488000,0,9481000,2641666000,20590078000
7549,1975,STP,76950000,0,0,0,0,6050000,83000000
7550,1976,STP,80401000,0,0,0,0,5023000,85447000
7551,1977,STP,83615000,0,0,0,0,4098000,87782000
7552,1978,STP,86542000,0,0,0,0,3347000,89994000
7553,1979,STP,89134000,0,0,0,0,2844000,92070000
7554,1980,STP,91340000,0,0,0,0,2660000,94000000
7555,1981,STP,93123000,0,0,0,0,2680000,95700000
7556,1982,STP,94600000,0,0,0,0,2735000,97199000
7557,1983,STP,95949000,0,0,0,0,2816000,98646000
7558,1984,STP,97349000,0,0,0,0,2914000,100196000
7559,1985,STP,98980000,0,0,0,0,3020000,102000000
7560,1986,STP,101012000,4000,0,0,80000,3195000,104328000
7561,1987,STP,103351000,16000,0,0,277000,3459000,107128000
7562,1988,STP,105776000,31000,0,0,523000,3738000,110064000
7563,1989,STP,108066000,43000,0,0,753000,3959000,112800000
7564,1990,STP,110000000,50000,0,0,900000,4050000,115000000
7565,1991,STP,111498000,51000,0,0,964000,4043000,116542000
7566,1992,STP,112749000,52000,0,0,1005000,4026000,117724000
7567,1993,STP,113930000,52000,0,0,1041000,4007000,118834000
7568,1994,STP,115219000,53000,0,0,1089000,3990000,120163000
7569,1995,STP,116795000,54000,0,0,1167000,3984000,122000000
7570,1996,STP,118919000,54000,0,0,1571000,4907000,125881000
7571,1997,STP,121548000,55000,0,0,2393000,7108000,132019000
7572,1998,STP,124399000,55000,0,0,3341000,9735000,138716000
7573,1999,STP,127188000,56000,0,0,4124000,11936000,144275000
7574,2000,STP,129632000,58000,0,0,4450000,12860000,147000000
7575,2001,STP,131637000,144000,0,0,4362000,12135000,147570000
7576,2002,STP,133415000,364000,0,0,4138000,10389000,147901000
7577,2003,STP,135135000,659000,0,0,3837000,8263000,148147000
7578,2004,STP,136963000,973000,0,0,3516000,6401000,148462000
7579,2005,STP,139070000,1250000,0,0,3235000,5445000,149000000
7580,2006,STP,141519000,1488000,0,0,2992000,5176000,150258000
7581,2007,STP,144246000,1727000,0,0,2749000,4953000,152493000
7582,2008,STP,147221000,1965000,0,0,2506000,4785000,155491000
7583,2009,STP,150419000,2204000,0,0,2263000,4679000,159036000
7584,2010,STP,153810000,2443000,0,0,2020000,4642000,162915000
7585,1960,SUD,344000000,8000000000,0,0,0,2821000000,11165000000
7586,1961,SUD,383643000,8115525000,0,0,0,2880915000,11379876000
7587,1962,SUD,423698000,8242947000,0,0,0,2941528000,11607548000
7588,1963,SUD,464158000,8381136000,0,0,0,3002825000,11847182000
7589,1964,SUD,505017000,8528964000,0,0,0,3064796000,12097944000
7590,1965,SUD,546270000,8685300000,0,0,0,3127430000,12359000000
7591,1966,SUD,592907000,8850019000,0,0,0,3191815000,12631959000
7592,1967,SUD,644943000,9025759000,0,0,0,3257978000,12918769000
7593,1968,SUD,694906000,9215528000,0,0,0,3324314000,13219099000
7594,1969,SUD,735322000,9422339000,0,0,0,3389216000,13532620000
7595,1970,SUD,758720000,9649200000,0,0,0,3451080000,13859000000
7596,1971,SUD,768200000,9902257000,0,0,0,3518260000,14192871000
7597,1972,SUD,773738000,10185016000,0,0,0,3591968000,14536055000
7598,1973,SUD,778163000,10496526000,0,0,0,3659877000,14899003000
7599,1974,SUD,784308000,10835837000,0,0,0,3709661000,15292167000
7600,1975,SUD,795005000,11202000000,0,0,0,3728995000,15726000000
7601,1976,SUD,886350000,11620018000,0,0,0,3695201000,16224649000
7602,1977,SUD,1086133000,12098334000,0,0,0,3614616000,16790967000
7603,1978,SUD,1324724000,12611153000,0,0,0,3518433000,17403460000
7604,1979,SUD,1532495000,13132683000,0,0,0,3437848000,18040635000
7605,1980,SUD,1639815000,13637130000,0,0,0,3404055000,18681000000
7606,1981,SUD,1665494000,14148017000,0,0,0,3497229000,19330749000
7607,1982,SUD,1679959000,14682543000,0,0,0,3719415000,20005614000
7608,1983,SUD,1690998000,15205418000,0,0,0,3984605000,20698404000
7609,1984,SUD,1706404000,15681355000,0,0,0,4206791000,21401929000
7610,1985,SUD,1733968000,16075066000,0,0,0,4299966000,22109000000
7611,1986,SUD,1987273000,16387514000,0,124000,22880000,4281634000,22891572000
7612,1987,SUD,2546338000,16655805000,0,422000,77440000,4233506000,23754701000
7613,1988,SUD,3218604000,16898864000,0,777000,142560000,4165879000,24590843000
7614,1989,SUD,3811511000,17135615000,0,1075000,197120000,4089050000,25292457000
7615,1990,SUD,4132500000,17384983000,0,1200000,220000000,4013317000,25752000000
7616,1991,SUD,4245786000,17646206000,0,1075000,197120000,3917541000,25999516000
7617,1992,SUD,4341173000,17906669000,0,777000,142560000,3792920000,26169560000
7618,1993,SUD,4414481000,18167512000,0,422000,77440000,3668250000,26311344000
7619,1994,SUD,4461531000,18429876000,0,124000,22880000,3572330000,26474086000
7620,1995,SUD,4478143000,18694900000,0,0,0,3533957000,26707000000
7621,1996,SUD,4399783000,18939352000,0,0,0,3718705000,27057380000
7622,1997,SUD,4204024000,19162510000,0,0,0,4184228000,27528174000
7623,1998,SUD,3949848000,19399270000,0,0,0,4797445000,28102078000
7624,1999,SUD,3696237000,19684534000,0,0,0,5425272000,28761788000
7625,2000,SUD,3502171000,20053200000,0,0,0,5934629000,29490000000
7626,2001,SUD,3353360000,20681626000,0,0,0,6345760000,30420538000
7627,2002,SUD,3206324000,21621066000,0,0,0,6751380000,31609863000
7628,2003,SUD,3076254000,22718764000,0,0,0,7127101000,32924619000
7629,2004,SUD,2978345000,23821961000,0,0,0,7448540000,34231449000
7630,2005,SUD,2927790000,24777900000,0,0,0,7691310000,35397000000
7631,2006,SUD,2907562000,25593401000,0,0,22470000,7882281000,36428586000
7632,2007,SUD,2890873000,26375177000,0,0,83460000,8056906000,37420338000
7633,2008,SUD,2878272000,27120303000,0,0,173340000,8203666000,38369120000
7634,2009,SUD,2870309000,27825857000,0,0,282481000,8311047000,39271796000
7635,2010,SUD,2867533000,28488913000,0,0,401252000,8367533000,40125232000
7636,1975,SUR,216774000,71400000,1100000,750000,5225000,68751000,364000000
7637,1976,SUR,216848000,67857000,1148000,798000,5993000,67784000,359608000
7638,1977,SUR,217064000,65628000,1178000,828000,6459000,66816000,356944000
7639,1978,SUR,217410000,64411000,1193000,843000,6699000,65846000,355576000
7640,1979,SUR,217876000,63902000,1199000,849000,6787000,64874000,355072000
7641,1980,SUR,218450000,63800000,1200000,850000,6800000,63900000,355000000
7642,1981,SUR,221194000,65900000,1075000,761000,6092000,62766000,357305000
7643,1982,SUR,226836000,70910000,777000,550000,4406000,61473000,363075000
7644,1983,SUR,233361000,76889000,422000,299000,2393000,60256000,370593000
7645,1984,SUR,238754000,81899000,124000,88000,707000,59353000,378140000
7646,1985,SUR,241000000,84000000,0,0,0,59000000,384000000
7647,1986,SUR,240637000,82033000,145000,54000,0,62505000,388392000
7648,1987,SUR,239687000,77344000,492000,184000,0,71141000,392566000
7649,1988,SUR,238353000,71746000,907000,340000,0,82087000,396344000
7650,1989,SUR,236840000,67057000,1254000,470000,0,92525000,399548000
7651,1990,SUR,235351000,65091000,1400000,525000,0,99633000,402000000
7652,1991,SUR,233476000,65306000,1254000,470000,0,104134000,403779000
7653,1992,SUR,231043000,65844000,907000,340000,0,108356000,405198000
7654,1993,SUR,228612000,66546000,492000,184000,0,111885000,406428000
7655,1994,SUR,226742000,67251000,145000,54000,0,114306000,407638000
7656,1995,SUR,225995000,67800000,0,0,0,115205000,409000000
7657,1996,SUR,226457000,68146000,51000,16000,223000,114510000,410321000
7658,1997,SUR,227740000,68408000,180000,55000,798000,112853000,411491000
7659,1998,SUR,229685000,68665000,344000,106000,1586000,110875000,412801000
7660,1999,SUR,232135000,69000000,504000,156000,2447000,109218000,414540000
7661,2000,SUR,234934000,69493000,617000,191000,3241000,108524000,417000000
7662,2001,SUR,240938000,70655000,694000,214000,4108000,110055000,425034000
7663,2002,SUR,251034000,72780000,769000,235000,5147000,114114000,440883000
7664,2003,SUR,262105000,75621000,832000,253000,6148000,119902000,460916000
7665,2004,SUR,271034000,78932000,876000,267000,6902000,126617000,481499000
7666,2005,SUR,274703000,82468000,893000,276000,7200000,133460000,499000000
7667,2006,SUR,274678000,86551000,847000,280000,6860000,140887000,513503000
7668,2007,SUR,274509000,91579000,720000,284000,5892000,149760000,527491000
7669,2008,SUR,274050000,97411000,527000,287000,4374000,159883000,540927000
7670,2009,SUR,273155000,103910000,281000,289000,2384000,171060000,553775000
7671,2010,SUR,271680000,110936000,0,290000,0,183094000,565999000
7672,1980,SVG,88650000,0,0,0,590000,8760000,98000000
7673,1981,SVG,89678000,0,0,0,321000,8979000,98800000
7674,1982,SVG,90594000,0,0,0,149000,9214000,99600000
7675,1983,SVG,91330000,0,0,0,52000,9463000,100400000
7676,1984,SVG,91821000,0,0,0,9000,9725000,101200000
7677,1985,SVG,92000000,0,0,0,0,10000000,102000000
7678,1986,SVG,91939000,156000,0,0,129000,10332000,102785000
7679,1987,SVG,91796000,528000,0,0,447000,10725000,103557000
7680,1988,SVG,91626000,972000,0,0,848000,11113000,104336000
7681,1989,SVG,91483000,1344000,0,0,1224000,11429000,105143000
7682,1990,SVG,91423000,1500000,0,0,1470000,11607000,106000000
7683,1991,SVG,91863000,1422000,0,0,1583000,11688000,106968000
7684,1992,SVG,92943000,1236000,0,0,1655000,11757000,108040000
7685,1993,SVG,94306000,1014000,0,0,1719000,11811000,109126000
7686,1994,SVG,95591000,828000,0,0,1806000,11845000,110142000
7687,1995,SVG,96441000,750000,0,0,1951000,11858000,111000000
7688,1996,SVG,96946000,754000,0,0,3061000,11118000,111792000
7689,1997,SVG,97413000,766000,0,0,5443000,9307000,112596000
7690,1998,SVG,97798000,781000,0,0,8226000,7035000,113304000
7691,1999,SVG,98060000,793000,0,0,10535000,4911000,113808000
7692,2000,SVG,98157000,798000,0,0,11499000,3546000,114000000
7693,2001,SVG,97989000,773000,0,0,11156000,2778000,112960000
7694,2002,SVG,97560000,709000,0,0,10279000,2081000,110480000
7695,2003,SVG,96982000,623000,0,0,9098000,1511000,107520000
7696,2004,SVG,96366000,531000,0,0,7841000,1126000,105040000
7697,2005,SVG,95826000,451000,0,0,6737000,986000,104000000
7698,2006,SVG,95359000,381000,0,0,5784000,1361000,104000000
7699,2007,SVG,94893000,312000,0,0,4832000,2410000,104000000
7700,2008,SVG,94427000,242000,0,0,3880000,4014000,104000000
7701,2009,SVG,93961000,173000,0,0,2928000,6058000,104000000
7702,2010,SVG,93496000,104000,0,0,1975000,8424000,104000000
7703,1970,SWA,281835000,282000,0,0,0,136883000,419000000
7704,1971,SWA,295463000,293000,0,0,375000,133841000,430134000
7705,1972,SWA,309090000,305000,0,0,750000,131094000,441724000
7706,1973,SWA,322718000,317000,0,0,1125000,128860000,453746000
7707,1974,SWA,336346000,329000,0,0,1500000,127359000,466179000
7708,1975,SWA,349974000,341000,0,0,1875000,126810000,479000000
7709,1976,SWA,363428000,351000,0,0,2262000,126857000,492193000
7710,1977,SWA,376709000,359000,0,0,2661000,126988000,505812000
7711,1978,SWA,390076000,368000,0,0,3054000,127188000,519934000
7712,1979,SWA,403790000,381000,0,0,3423000,127444000,534637000
7713,1980,SWA,418110000,400000,0,0,3750000,127740000,550000000
7714,1981,SWA,432485000,569000,0,0,4018000,128428000,565842000
7715,1982,SWA,446781000,966000,0,0,4246000,129621000,582186000
7716,1983,SWA,461877000,1494000,0,0,4464000,130941000,599408000
7717,1984,SWA,478657000,2054000,0,0,4704000,132009000,617887000
7718,1985,SWA,498000000,2550000,0,0,5000000,132450000,638000000
7719,1986,SWA,522887000,3017000,0,0,5418000,129843000,660783000
7720,1987,SWA,553615000,3523000,0,0,5956000,123628000,686323000
7721,1988,SWA,587041000,4010000,0,0,6534000,116211000,713571000
7722,1989,SWA,620020000,4421000,0,0,7075000,109996000,741480000
7723,1990,SWA,649410000,4700000,0,0,7500000,107390000,769000000
7724,1991,SWA,675344000,4888000,0,0,7793000,109020000,796998000
7725,1992,SWA,700084000,5058000,0,0,8023000,113038000,826184000
7726,1993,SWA,723672000,5197000,0,0,8235000,118134000,855270000
7727,1994,SWA,746151000,5290000,0,0,8476000,122997000,882971000
7728,1995,SWA,767567000,5324000,0,0,8790000,126319000,908000000
7729,1996,SWA,788479000,4895000,0,0,9282000,128014000,929824000
7730,1997,SWA,808972000,3872000,0,0,9953000,129163000,949557000
7731,1998,SWA,828375000,2651000,0,0,10693000,130196000,968377000
7732,1999,SWA,846014000,1628000,0,0,11390000,131547000,987465000
7733,2000,SWA,861218000,1200000,0,0,11933000,133649000,1008000000
7734,2001,SWA,874170000,1212000,0,0,12339000,140066000,1030768000
7735,2002,SWA,885736000,1250000,0,0,12704000,152223000,1055044000
7736,2003,SWA,896264000,1311000,0,0,13027000,167341000,1079735000
7737,2004,SWA,906103000,1395000,0,0,13312000,182640000,1103751000
7738,2005,SWA,915600000,1500000,0,0,13560000,195340000,1126000000
7739,2006,SWA,924849000,1942000,0,0,13782000,205577000,1146626000
7740,2007,SWA,933684000,2948000,0,0,13988000,215304000,1166460000
7741,2008,SWA,942067000,4384000,0,0,14171000,224461000,1185441000
7742,2009,SWA,949956000,6113000,0,0,14326000,232990000,1203506000
7743,2010,SWA,957311000,8000000,0,0,14449000,240832000,1220594000
7744,1945,SWD,6404458000,0,0,13880000,199200000,22462000,6640000000
7745,1946,SWD,6453855000,0,0,13922000,248492000,22512000,6737708000
7746,1947,SWD,6503817000,0,0,13965000,290643000,22657000,6828684000
7747,1948,SWD,6554335000,0,0,14008000,323464000,22886000,6911507000
7748,1949,SWD,6605398000,0,0,14050000,344763000,23189000,6984753000
7749,1950,SWD,6657000000,0,0,14094000,352350000,23556000,7047000000
7750,1951,SWD,6709059000,0,0,14137000,347960000,24864000,7098447000
7751,1952,SWD,6761598000,0,0,14180000,336706000,27414000,7142413000
7752,1953,SWD,6814757000,0,0,14224000,321460000,30324000,7182156000
7753,1954,SWD,6868677000,0,0,14267000,305094000,32716000,7220933000
7754,1955,SWD,6923500000,0,0,14311000,290480000,33709000,7262000000
7755,1956,SWD,6981352000,0,0,14354000,275427000,33535000,7304874000
7756,1957,SWD,7042173000,0,0,14397000,258017000,33044000,7347386000
7757,1958,SWD,7102818000,0,0,14440000,241525000,32275000,7390260000
7758,1959,SWD,7160141000,0,0,14483000,229227000,31271000,7434223000
7759,1960,SWD,7211000000,0,0,14527000,224400000,30073000,7480000000
7760,1961,SWD,7254775000,0,0,14570000,230397000,26456000,7527526000
7761,1962,SWD,7294261000,0,0,14613000,245790000,19686000,7576428000
7762,1963,SWD,7331430000,0,0,14657000,266680000,12035000,7626967000
7763,1964,SWD,7368255000,0,0,14700000,289170000,5777000,7679403000
7764,1965,SWD,7406710000,0,0,14744000,309360000,3186000,7734000000
7765,1966,SWD,7450717000,171000,12000,14784000,327449000,4177000,7795361000
7766,1967,SWD,7498969000,613000,50000,14822000,346051000,6540000,7863528000
7767,1968,SWD,7545589000,1214000,112000,14862000,364887000,9362000,7931915000
7768,1969,SWD,7584698000,1864000,195000,14906000,383680000,11725000,7993935000
7769,1970,SWD,7610420000,2453000,300000,14960000,402150000,12717000,8043000000
7770,1971,SWD,7625301000,2985000,810000,15031000,420807000,12510000,8080244000
7771,1972,SWD,7636741000,3537000,1935000,15122000,439842000,11989000,8112262000
7772,1973,SWD,7646138000,4100000,3413000,15225000,458490000,11299000,8140657000
7773,1974,SWD,7654890000,4665000,4978000,15330000,475990000,10587000,8167035000
7774,1975,SWD,7664397000,5226000,6368000,15430000,491580000,9999000,8193000000
7775,1976,SWD,7675126000,5699000,7581000,15539000,507036000,9565000,8220087000
7776,1977,SWD,7686154000,6091000,8795000,15663000,523096000,9185000,8247391000
7777,1978,SWD,7696787000,6523000,10008000,15779000,537440000,8809000,8272851000
7778,1979,SWD,7706331000,7119000,11222000,15866000,547748000,8388000,8294407000
7779,1980,SWD,7714093000,8000000,12436000,15900000,551700000,7871000,8310000000
7780,1981,SWD,7719671000,13324000,13649000,15885000,546427000,7021000,8319642000
7781,1982,SWD,7723857000,25277000,14863000,15848000,533853000,5835000,8326218000
7782,1983,SWD,7727746000,41018000,16077000,15799000,518846000,4616000,8331973000
7783,1984,SWD,7732434000,57706000,17291000,15746000,506272000,3663000,8339152000
7784,1985,SWD,7739016000,72500000,18505000,15700000,501000000,3279000,8350000000
7785,1986,SWD,7750814000,85341000,19718000,15653000,501587000,6531000,8372767000
7786,1987,SWD,7768731000,98124000,20932000,15600000,503264000,14287000,8410545000
7787,1988,SWD,7790230000,110936000,22145000,15551000,505900000,23545000,8457840000
7788,1989,SWD,7812776000,123865000,23359000,15514000,509369000,31301000,8509156000
7789,1990,SWD,7833833000,137000000,24573000,15500000,513540000,34554000,8559000000
7790,1991,SWD,7856691000,149617000,25980000,15513000,523099000,34135000,8613625000
7791,1992,SWD,7883046000,161664000,27582000,15554000,541027000,33006000,8677027000
7792,1993,SWD,7907972000,174229000,29087000,15618000,564639000,31359000,8740316000
7793,1994,SWD,7926541000,188401000,30204000,15705000,591248000,29387000,8794603000
7794,1995,SWD,7933826000,205268000,30641000,15813000,618170000,27282000,8831000000
7795,1996,SWD,7917517000,232266000,27818000,16326000,647133000,23941000,8851839000
7796,1997,SWD,7876938000,269783000,21089000,17381000,680634000,19022000,8867292000
7797,1998,SWD,7824611000,308327000,13056000,18602000,717136000,13860000,8880226000
7798,1999,SWD,7773055000,338413000,6327000,19610000,755100000,9785000,8893506000
7799,2000,SWD,7734793000,350550000,3505000,20031000,792990000,8131000,8910000000
7800,2001,SWD,7711874000,350492000,4700000,19949000,828528000,8783000,8928960000
7801,2002,SWD,7694781000,350356000,7551000,19756000,862810000,10658000,8948814000
7802,2003,SWD,7678678000,350193000,10953000,19524000,899354000,13628000,8971188000
